fips,state,county,year,tot_pop,tot_male,tot_female,nh_male,nh_female,h_male,h_female,wa_male,wa_female,ba_male,ba_female,ia_male,ia_female,aa_male,aa_female,na_male,na_female,tom_male,tom_female,nhwa_male,nhwa_female,nhba_male,nhba_female,nhia_male,nhia_female,nhaa_male,nhaa_female,nhna_male,nhna_female,nhtom_male,nhtom_female,hwa_male,hwa_female,hba_male,hba_female,hia_male,hia_female,haa_male,haa_female,hna_male,hna_female,htom_male,htom_female,cx,cy
01001,01,001,2010,54632,26596,28036,25882,27407,714,629,21309,22011,4584,5159,129,151,206,284,28,14,340,417,20710,21487,4538,5113,106,124,200,279,10,5,318,399,599,524,46,46,23,27,6,5,18,9,22,18,840.3567355,548.9552788
01003,01,003,2010,183195,89655,93540,85189,89928,4466,3612,78715,81743,8455,8951,660,678,553,839,72,53,1200,1276,74661,78503,8327,8816,555,587,541,825,47,41,1058,1156,4054,3240,128,135,105,91,12,14,25,12,142,120,818.7399909,603.623831
01005,01,005,2010,27411,14544,12867,13777,12275,767,592,7437,6495,6789,6117,82,70,63,53,24,15,149,117,6811,5993,6742,6078,31,38,57,49,10,8,126,109,626,502,47,39,51,32,6,4,14,7,23,8,872.7397881,565.153258
01007,01,007,2010,22867,12272,10595,11982,10482,290,113,9025,8472,3085,1980,46,40,24,19,12,2,80,82,8771,8383,3068,1963,39,38,24,17,2,0,78,81,254,89,17,17,7,2,0,2,10,2,2,1,827.3292214,536.8075317
01009,01,009,2010,57338,28365,28973,25789,26899,2576,2074,27400,27972,428,411,151,153,64,94,34,25,288,318,24977,25999,380,369,113,136,55,85,9,12,255,298,2423,1973,48,42,38,17,9,9,25,13,33,20,837.9343873,506.7779578
01011,01,011,2010,10890,5893,4997,5497,4691,396,306,1741,1083,3977,3744,42,56,26,23,28,21,79,70,1478,872,3917,3706,15,29,22,20,3,3,62,61,263,211,60,38,27,27,4,3,25,18,17,9,864.2535041,559.3103472
01013,01,013,2010,20951,9834,11117,9724,11022,110,95,5502,5952,4144,4970,30,36,84,83,3,3,71,73,5429,5884,4117,4947,25,34,83,82,0,2,70,73,73,68,27,23,5,2,1,1,3,1,1,0,841.6560463,571.7645879
01015,01,015,2010,118510,57167,61343,54986,59543,2181,1800,44137,46372,11382,13182,306,249,359,524,60,56,923,960,42355,44904,11223,13048,243,211,336,500,39,37,790,843,1782,1468,159,134,63,38,23,24,21,19,133,117,856.0068064,511.1676215
01017,01,017,2010,34157,16321,17836,15990,17614,331,222,9903,10331,6115,7193,37,46,90,80,14,15,162,171,9678,10169,6060,7159,27,37,76,77,5,9,144,163,225,162,55,34,10,9,14,3,9,6,18,8,869.2993992,534.814832
01019,01,019,2010,25991,12887,13104,12715,12917,172,187,11984,12249,639,609,72,50,32,40,3,3,157,153,11836,12094,632,594,63,42,31,37,0,0,153,150,148,155,7,15,9,8,1,3,3,3,4,3,860.3190929,499.0467947
01021,01,021,2010,43682,21619,22063,19643,20621,1976,1442,19025,19452,2155,2201,99,82,68,85,60,32,212,211,17276,18155,2064,2130,65,60,53,77,7,11,178,188,1749,1297,91,71,34,22,15,8,53,21,34,23,837.695231,540.025782
01023,01,023,2010,13820,6668,7152,6629,7118,39,34,3788,3934,2816,3159,15,14,12,12,0,0,37,33,3756,3907,2810,3152,14,14,12,12,0,0,37,33,32,27,6,7,1,0,0,0,0,0,0,0,802.2943238,567.5154562
01025,01,025,2010,25763,12198,13565,12050,13440,148,125,6868,7206,5159,6183,47,53,38,43,7,4,79,76,6765,7132,5131,6145,40,47,36,41,2,1,76,74,103,74,28,38,7,6,2,2,5,3,3,2,813.7372912,576.4867293
01027,01,027,2010,13897,6811,7086,6581,6925,230,161,5648,5861,1008,1063,31,34,17,18,1,1,106,109,5435,5719,995,1048,29,31,16,18,0,0,106,109,213,142,13,15,2,3,1,0,1,1,0,0,856.9437991,525.7649655
01029,01,029,2010,14988,7461,7527,7267,7412,194,115,7102,7150,243,262,32,28,8,21,8,1,68,65,6922,7046,240,256,30,28,8,21,0,0,67,61,180,104,3,6,2,0,0,0,8,1,1,4,863.8622997,512.932183
01031,01,031,2010,50104,24765,25339,22900,23989,1865,1350,19372,19441,4068,4461,351,363,227,433,159,67,588,574,17910,18353,3958,4369,283,305,218,423,31,19,500,520,1462,1088,110,92,68,58,9,10,128,48,88,54,859.6369931,580.1794926
01033,01,033,2010,54433,26165,28268,25539,27745,626,523,21459,22808,4058,4779,130,127,101,144,19,22,398,388,20953,22392,4005,4731,113,115,93,133,9,13,366,361,506,416,53,48,17,12,8,11,10,9,32,27,806.6934642,488.7218111
01035,01,035,2010,13202,6391,6811,6303,6741,88,70,3462,3381,2834,3319,32,33,12,18,2,2,49,58,3397,3342,2816,3296,29,27,12,18,0,1,49,57,65,39,18,23,3,6,0,0,2,1,0,1,834.8166902,581.6810336
01037,01,037,2010,11556,5744,5812,5618,5728,126,84,3886,3864,1751,1847,37,22,14,20,4,5,52,54,3795,3811,1735,1828,26,19,14,20,0,0,48,50,91,53,16,19,11,3,0,0,4,5,4,4,848.7373371,536.4762049
01039,01,039,2010,37776,18299,19477,18020,19225,279,252,15629,16534,2231,2526,112,100,75,84,7,8,245,225,15418,16337,2208,2501,93,86,68,81,1,5,232,215,211,197,23,25,19,14,7,3,6,3,13,10,848.772126,585.7994993
01041,01,041,2010,13857,6679,7178,6553,7073,126,105,4954,5195,1486,1767,40,43,105,73,2,3,92,97,4852,5125,1475,1749,32,34,103,71,1,1,90,93,102,70,11,18,8,9,2,2,1,2,2,4,850.6085779,571.497072
01043,01,043,2010,80459,39749,40710,37800,39163,1949,1547,38470,39398,503,452,232,218,128,202,21,26,395,414,36677,37971,444,412,197,188,120,199,6,12,356,381,1793,1427,59,40,35,30,8,3,15,14,39,33,830.2667953,503.2545145
01045,01,045,2010,50358,24888,25470,23323,24172,1565,1298,19224,18943,4602,5236,221,183,163,382,27,27,651,699,17920,17890,4492,5130,175,157,156,373,19,20,561,602,1304,1053,110,106,46,26,7,9,8,7,90,97,868.7721802,578.368986
01047,01,047,2010,43790,20235,23555,20050,23411,185,144,6109,6710,13862,16585,47,44,76,69,12,10,129,137,6006,6647,13811,16529,36,36,72,65,4,6,121,128,103,63,51,56,11,8,4,4,8,4,8,9,829.5757175,556.2140146
01049,01,049,2010,71151,35124,36027,30085,31444,5039,4583,32556,33383,648,658,730,756,117,158,320,289,753,783,28415,29644,523,532,393,449,74,111,20,27,660,681,4141,3739,125,126,337,307,43,47,300,262,93,102,854.6430746,491.171858
01051,01,051,2010,79549,38815,40734,37735,39655,1080,1079,29818,31671,8091,7980,170,161,211,320,35,39,490,563,28910,30774,8013,7890,135,130,204,313,21,22,452,526,908,897,78,90,35,31,7,7,14,17,38,37,852.1616784,546.0134055
01053,01,053,2010,38292,19754,18538,19297,18233,457,305,12141,11926,6629,5643,616,628,48,70,14,18,306,253,11774,11714,6588,5603,603,615,40,55,7,9,285,237,367,212,41,40,13,13,8,15,7,9,21,16,831.8251828,590.9652852
01055,01,055,2010,104462,50642,53820,48744,52304,1898,1516,41674,43752,7427,8545,298,241,374,369,169,133,700,780,40239,42602,7334,8456,190,165,328,340,28,23,625,718,1435,1150,93,89,108,76,46,29,141,110,75,62,850.4972562,503.6196968
01057,01,057,2010,17219,8503,8716,8399,8628,104,88,7394,7581,966,1010,37,30,17,24,1,0,88,71,7308,7510,956,999,31,24,17,24,0,0,87,71,86,71,10,11,6,6,0,0,1,0,1,0,810.8707707,516.9466496
01059,01,059,2010,31729,15848,15881,13198,13891,2650,1990,14615,14789,681,642,241,178,42,47,26,21,243,204,12262,13017,639,601,68,54,28,35,10,5,191,179,2353,1772,42,41,173,124,14,12,16,16,52,25,806.5365516,496.24795
01061,01,061,2010,26815,13125,13690,12604,13285,521,405,11592,11956,1204,1399,126,105,25,45,8,2,170,183,11124,11598,1183,1375,106,89,21,44,2,0,168,179,468,358,21,24,20,16,4,1,6,2,2,4,864.2516933,588.6583392
01063,01,063,2010,8987,4251,4736,4220,4705,31,31,794,754,3388,3919,29,19,9,13,2,0,29,31,778,734,3380,3908,24,19,9,13,0,0,29,31,16,20,8,11,5,0,0,0,2,0,0,0,807.9974767,542.8231462
01065,01,065,2010,15708,7451,8257,7372,8210,79,47,3098,3176,4268,5000,30,20,11,23,2,0,42,38,3046,3147,4248,4984,26,19,11,23,0,0,41,37,52,29,20,16,4,1,0,0,2,0,1,1,815.880812,544.6241537
01067,01,067,2010,17307,8308,8999,8100,8831,208,168,5875,6168,2280,2692,46,36,19,31,3,0,85,72,5702,6032,2257,2669,42,29,15,31,0,0,84,70,173,136,23,23,4,7,4,0,3,0,1,2,877.5596609,575.03579
01069,01,069,2010,101888,48919,52969,47260,51590,1659,1379,35248,37125,12207,14289,259,255,379,471,30,36,796,793,33937,36035,12072,14160,191,213,354,452,19,23,687,707,1311,1090,135,129,68,42,25,19,11,13,109,86,877.261339,585.5272146
01071,01,071,2010,53128,26097,27031,25372,26441,725,590,24012,24850,899,953,362,389,95,126,40,32,689,681,23453,24413,861,924,310,338,65,102,27,17,656,647,559,437,38,29,52,51,30,24,13,15,33,34,849.0326178,482.2604204
01073,01,073,2010,658555,311947,346608,297189,335731,14758,10877,175683,185503,127029,151592,1237,1116,4535,4806,234,171,3229,3420,163538,176554,125767,150540,648,786,4456,4745,67,70,2713,3036,12145,8949,1262,1052,589,330,79,61,167,101,516,384,831.2653897,520.1625899
01075,01,075,2010,14508,7083,7425,6976,7361,107,64,6200,6426,753,892,36,30,7,13,3,1,84,63,6120,6373,734,883,33,29,7,13,0,0,82,63,80,53,19,9,3,1,0,0,3,1,2,0,802.1246266,516.1186741
01077,01,077,2010,92679,44387,48292,43276,47305,1111,987,38923,42052,4271,5070,184,163,351,346,37,29,621,632,37984,41221,4205,5014,170,143,328,331,21,13,568,583,939,831,66,56,14,20,23,15,16,16,53,49,810.0276037,482.5580992
01079,01,079,2010,34342,16813,17529,16474,17221,339,308,13223,13675,1869,2107,982,974,34,38,23,18,682,717,12981,13446,1843,2091,952,948,24,36,13,7,661,693,242,229,26,16,30,26,10,2,10,11,21,24,818.8340185,492.9142107
01081,01,081,2010,140780,69403,71377,66758,69379,2645,1998,51066,50934,15003,17357,280,231,1976,1786,105,57,973,1012,48945,49350,14775,17150,212,194,1906,1746,38,32,882,907,2121,1584,228,207,68,37,70,40,67,25,91,105,871.2822295,543.8636354
01083,01,083,2010,83193,42131,41062,39569,38980,2562,2082,34873,34401,5654,5043,390,344,416,536,81,59,717,679,32766,32691,5534,4933,258,238,403,527,16,13,592,578,2107,1710,120,110,132,106,13,9,65,46,125,101,825.8045199,483.7395508
01085,01,085,2010,11259,5286,5973,5252,5942,34,31,1443,1397,3761,4508,34,25,8,12,1,0,39,31,1423,1381,3750,4494,32,25,8,11,0,0,39,31,20,16,11,14,2,0,0,1,1,0,0,0,841.0704411,559.9255216
01087,01,087,2010,21540,9866,11674,9739,11573,127,101,1698,1666,8009,9816,24,26,40,37,1,1,94,128,1647,1637,7943,9751,24,26,40,37,0,1,85,121,51,29,66,65,0,0,0,0,1,0,9,7,863.769747,550.9427513
01089,01,089,2010,335988,164928,171060,156291,164154,8637,6906,117288,117583,38415,43379,1467,1443,3872,4601,247,215,3639,3839,110242,112071,37570,42604,1158,1201,3788,4528,169,170,3364,3580,7046,5512,845,775,309,242,84,73,78,45,275,259,836.0868448,484.0648562
01091,01,091,2010,20975,9905,11070,9738,10925,167,145,4793,5009,4966,5906,44,48,24,27,9,4,69,76,4671,4898,4943,5884,34,40,22,27,1,0,67,76,122,111,23,22,10,8,2,0,8,4,2,0,813.3284027,559.9880608
01093,01,093,2010,30770,15304,15466,14951,15193,353,273,14339,14754,746,474,64,62,21,37,4,3,130,136,14021,14504,730,466,55,57,19,37,0,1,126,128,318,250,16,8,9,5,2,0,4,2,4,8,806.242925,505.254735
01095,01,095,2010,93235,45963,47272,39719,42228,6244,5044,43287,44886,975,840,612,520,261,258,117,96,711,672,37831,40427,753,681,291,287,237,241,35,21,572,571,5456,4459,222,159,321,233,24,17,82,75,139,101,843.0215563,495.0741228
01097,01,097,2010,413277,198544,214733,192994,210237,5550,4496,123601,128369,66230,77670,1930,1950,3902,3806,138,96,2743,2842,119238,124883,65699,77159,1705,1833,3838,3770,68,65,2446,2527,4363,3486,531,511,225,117,64,36,70,31,297,315,806.5190277,602.7748448
01099,01,099,2010,22994,11077,11917,10934,11792,143,125,6248,6485,4521,5084,126,134,40,41,12,8,130,165,6164,6403,4493,5063,115,122,36,40,4,3,122,161,84,82,28,21,11,12,4,1,8,5,8,4,825.3404488,578.6682335
01101,01,101,2010,229844,109416,120428,104670,116817,4746,3611,46701,48067,58511,67864,403,358,2406,2528,168,122,1227,1489,42994,45265,57980,67441,261,261,2338,2482,47,45,1050,1323,3707,2802,531,423,142,97,68,46,121,77,177,166,851.9568087,557.032036
01103,01,103,2010,119626,58959,60667,53779,56663,5180,4004,49879,50917,6979,7571,686,619,335,398,93,72,987,1090,45331,47376,6731,7417,476,457,302,369,39,30,900,1014,4548,3541,248,154,210,162,33,29,54,42,87,76,829.9012477,493.7827455
01105,01,105,2010,10556,4975,5581,4916,5542,59,39,1580,1598,3315,3912,28,28,23,11,2,0,27,32,1535,1572,3304,3901,27,28,23,11,1,0,26,30,45,26,11,11,1,0,0,0,1,0,1,2,824.3511087,547.5508356
01107,01,107,2010,19705,9401,10304,9237,10206,164,98,5529,5653,3707,4495,34,39,18,22,34,9,79,86,5418,5588,3692,4473,31,37,17,22,0,0,79,86,111,65,15,22,3,2,1,0,34,9,0,0,803.5420991,530.5761998
01109,01,109,2010,32957,15734,17223,15311,16894,423,329,9540,9937,5476,6669,109,116,364,293,21,20,224,188,9214,9699,5439,6618,90,102,355,289,4,3,209,183,326,238,37,51,19,14,9,4,17,17,15,5,859.5509591,568.4273389
01111,01,111,2010,22916,11104,11812,10748,11525,356,287,8744,9121,2162,2475,56,55,24,39,5,2,113,120,8423,8852,2154,2465,46,52,22,38,0,0,103,118,321,269,8,10,10,3,2,1,5,2,10,2,866.4911365,524.088937
01113,01,113,2010,53188,25408,27780,24356,26860,1052,920,14326,14848,10325,12070,146,128,94,153,74,56,443,525,13536,14194,10165,11906,113,99,85,144,62,48,395,469,790,654,160,164,33,29,9,9,12,8,48,56,876.3843052,552.4227616
01115,01,115,2010,83761,41993,41768,41054,40964,939,804,37065,37578,3973,3248,176,149,235,295,33,18,511,480,36242,36885,3935,3213,142,121,227,287,22,13,486,445,823,693,38,35,34,28,8,8,11,5,25,35,844.7510651,513.9174691
01117,01,117,2010,195828,95933,99895,89462,94684,6471,5211,82621,85163,9925,11177,370,359,1831,2048,72,49,1114,1099,76657,80385,9778,11028,220,251,1774,1998,40,25,993,997,5964,4778,147,149,150,108,57,50,32,24,121,102,837.764409,527.7055635
01119,01,119,2010,13744,6254,7490,6202,7458,52,32,1564,1757,4632,5651,18,27,13,21,1,1,26,33,1527,1737,4619,5640,17,27,13,21,0,0,26,33,37,20,13,11,1,0,0,0,1,1,0,0,802.5688051,550.7457128
01121,01,121,2010,82110,40000,42110,38904,41506,1096,604,26694,27580,12448,13690,166,139,173,182,30,29,489,490,25828,27110,12349,13635,117,113,157,171,14,18,439,459,866,470,99,55,49,26,16,11,16,11,50,31,849.2101575,523.4885628
01123,01,123,2010,41516,20130,21386,19516,20969,614,417,14592,14973,5155,5992,77,84,96,114,21,13,189,210,14097,14652,5103,5943,55,68,87,107,9,6,165,193,495,321,52,49,22,16,9,7,12,7,24,17,859.7651103,537.4377958
01125,01,125,2010,195036,94599,100437,91128,97896,3471,2541,65495,66547,26593,31480,340,311,1213,1153,85,62,873,884,62496,64334,26359,31318,232,231,1191,1142,33,35,817,836,2999,2213,234,162,108,80,22,11,52,27,56,48,817.0390185,529.0960098
01127,01,127,2010,66947,32611,34336,31834,33787,777,549,30057,31584,1901,2063,143,134,95,121,38,25,377,409,29412,31127,1866,2039,112,110,82,111,12,13,350,387,645,457,35,24,31,24,13,10,26,12,27,22,821.2172161,513.6186991
01129,01,129,2010,17597,8671,8926,8570,8840,101,86,5783,5782,2123,2291,657,728,20,28,6,1,82,96,5719,5728,2113,2279,645,714,19,25,0,1,74,93,64,54,10,12,12,14,1,3,6,0,8,3,805.1378622,585.086417
01131,01,131,2010,11615,5488,6127,5456,6093,32,34,1522,1569,3904,4487,21,27,11,13,0,0,30,31,1504,1549,3891,4474,20,26,11,13,0,0,30,31,18,20,13,13,1,1,0,0,0,0,0,0,825.694822,566.4031938
01133,01,133,2010,24395,11961,12434,11617,12155,344,279,11589,12051,90,99,89,96,35,42,19,9,139,137,11317,11832,81,84,59,69,31,38,1,3,128,129,272,219,9,15,30,27,4,4,18,6,11,8,818.4176185,503.7695285
02013,02,013,2010,3155,2092,1063,1779,992,313,71,571,209,204,19,471,406,763,360,9,12,74,57,292,145,196,19,465,403,747,356,9,12,70,57,279,64,8,0,6,3,16,4,0,0,4,0,54.5852381,742.6465971
02016,02,016,2010,5558,3719,1839,3171,1654,548,185,1615,649,313,40,468,389,1038,586,91,23,194,152,1198,531,295,32,434,368,988,567,86,22,170,134,417,118,18,8,34,21,50,19,5,1,24,18,-15.75091405,751.8263606
02020,02,020,2010,293227,148988,144239,137867,133058,11121,11181,103372,95893,9062,8070,11417,12654,11119,13129,3051,3043,10967,11450,95735,88177,8274,7219,10497,11798,10780,12808,2923,2887,9658,10169,7637,7716,788,851,920,856,339,321,128,156,1309,1281,124.7566012,686.00206
02050,02,050,2010,17090,8957,8133,8861,8038,96,95,1096,841,32,26,7310,6861,95,77,15,19,409,309,1056,804,31,25,7276,6827,92,75,14,14,392,293,40,37,1,1,34,34,3,2,1,5,17,16,72.25052195,687.6632998
02060,02,060,2010,1001,553,448,539,428,14,20,274,200,8,5,165,151,8,8,7,8,91,76,266,193,8,5,160,143,8,7,7,7,90,73,8,7,0,0,5,8,0,1,0,1,1,3,86.77263161,711.0582908
02068,02,068,2010,1835,1011,824,994,805,17,19,906,727,5,1,47,42,8,12,0,0,45,42,892,708,5,1,45,42,8,12,0,0,44,42,14,19,0,0,2,0,0,0,0,0,1,0,118.7332387,660.6267104
02070,02,070,2010,4877,2552,2325,2506,2278,46,47,513,400,17,7,1780,1705,23,23,7,9,212,181,492,379,17,7,1761,1688,23,22,7,9,206,173,21,21,0,0,19,17,0,1,0,0,6,8,79.45313915,699.9620502
02090,02,090,2010,98314,51925,46389,48958,43642,2967,2747,41333,35779,2581,2013,3458,3664,1133,1579,218,202,3202,3152,39198,33745,2365,1807,3262,3512,1049,1520,199,183,2885,2875,2135,2034,216,206,196,152,84,59,19,19,317,277,132.9580539,647.8472302
02100,02,100,2010,2512,1290,1222,1264,1200,26,22,1055,1013,9,4,131,113,6,16,6,4,83,72,1036,1002,9,4,127,109,6,16,6,4,80,65,19,11,0,0,4,4,0,0,0,0,3,7,195.6491159,694.2237158
02105,02,105,2010,2151,1160,991,1122,935,38,56,531,452,13,10,473,390,15,23,9,4,119,112,516,435,13,8,461,363,9,20,9,4,114,105,15,17,0,2,12,27,6,3,0,0,5,7,0,0
02110,02,110,2010,31416,16039,15377,15176,14579,863,798,11483,10732,198,102,1877,1945,903,1077,100,81,1478,1440,10959,10222,173,86,1751,1828,869,1049,95,74,1329,1320,524,510,25,16,126,117,34,28,5,7,149,120,204.3181017,698.6799497
02122,02,122,2010,55610,29146,26464,28318,25602,828,862,24900,22472,189,102,2223,1961,245,431,74,33,1515,1465,24299,21810,175,88,2133,1888,232,410,65,24,1414,1382,601,662,14,14,90,73,13,21,9,9,101,83,113.0338413,695.6827776
02130,02,130,2010,13529,6925,6604,6638,6330,287,274,4866,4439,65,28,947,1004,421,525,17,13,609,595,4674,4281,58,24,909,961,414,515,14,11,569,538,192,158,7,4,38,43,7,10,3,2,40,57,228.1750654,721.8389805
02150,02,150,2010,13633,7186,6447,6676,5974,510,473,4262,3619,70,52,922,932,1355,1314,41,39,536,491,3875,3274,61,38,890,888,1332,1300,36,35,482,439,387,345,9,14,32,44,23,14,5,4,54,52,102.1338422,722.184616
02164,02,164,2010,1633,847,786,823,748,24,38,214,147,19,11,516,518,12,9,6,6,80,95,204,134,17,9,507,502,10,8,6,6,79,89,10,13,2,2,9,16,2,1,0,0,1,6,88.91435314,712.5774128
02170,02,170,2010,89737,46429,43308,44779,41605,1650,1703,40048,36882,524,371,2519,2522,436,712,118,111,2784,2710,38824,35567,483,340,2397,2421,413,694,112,107,2550,2476,1224,1315,41,31,122,101,23,18,6,4,234,234,121.6283761,674.2756884
02180,02,180,2010,9552,5078,4474,5009,4428,69,46,902,681,21,14,3779,3463,51,51,10,11,315,254,871,656,21,11,3758,3455,46,49,10,10,303,247,31,25,0,3,21,8,5,2,0,1,12,7,58.35606433,645.5976501
02185,02,185,2010,9480,5912,3568,5728,3473,184,95,2593,647,69,32,2708,2434,230,196,48,31,264,228,2492,603,67,25,2663,2408,217,193,47,29,242,215,101,44,2,7,45,26,13,3,1,2,22,13,102.9776474,603.478583
02188,02,188,2010,7543,4037,3506,3982,3475,55,31,537,342,11,19,3198,2938,22,26,9,12,260,169,513,326,11,17,3180,2930,22,25,9,12,247,165,24,16,0,2,18,8,0,1,0,0,13,4,78.18880379,625.9079677
02195,02,195,2010,3828,1988,1840,1919,1781,69,59,1444,1305,11,9,341,310,43,57,10,10,139,149,1401,1261,11,8,329,304,43,56,10,10,125,142,43,44,0,1,12,6,0,1,0,0,14,7,0,0
02198,02,198,2010,5592,3069,2523,2990,2476,79,47,1648,1213,13,6,1163,1072,16,19,10,14,219,199,1603,1188,13,6,1142,1057,16,19,10,14,206,192,45,25,0,0,21,15,0,0,0,0,13,7,0,0
02220,02,220,2010,8892,4484,4408,4247,4219,237,189,3018,2877,32,24,761,789,232,281,20,23,421,414,2884,2768,24,23,719,753,224,273,17,22,379,380,134,109,8,1,42,36,8,8,3,1,42,34,202.0644882,712.403016
02230,02,230,2010,965,507,458,495,455,12,3,428,389,2,0,41,40,4,5,0,0,32,24,420,386,2,0,38,40,4,5,0,0,31,24,8,3,0,0,3,0,0,0,0,0,1,0,0,0
02240,02,240,2010,7054,3934,3120,3801,3024,133,96,3242,2492,44,18,454,405,23,44,14,8,157,153,3145,2418,43,15,435,395,23,44,11,8,144,144,97,74,1,3,19,10,0,0,3,0,13,9,148.8466415,655.3237542
02261,02,261,2010,9680,5159,4521,4982,4351,177,170,3924,3311,26,19,693,664,167,192,21,21,328,314,3800,3187,24,17,668,638,165,191,21,21,304,297,124,124,2,2,25,26,2,1,0,0,24,17,146.6894122,679.2699545
02270,02,270,2010,7464,3958,3506,3939,3502,19,4,133,100,2,2,3734,3334,5,13,1,2,83,55,123,98,2,2,3729,3332,5,13,1,2,79,55,10,2,0,0,5,2,0,0,0,0,4,0,56.79608467,673.556878
02275,02,275,2010,2375,1267,1108,1240,1083,27,25,931,774,3,6,195,201,14,19,5,6,119,102,914,759,3,6,189,195,14,19,5,6,115,98,17,15,0,0,6,6,0,0,0,0,4,4,0,0
02282,02,282,2010,660,377,283,354,270,23,13,159,104,3,8,120,93,19,12,7,8,69,58,147,100,3,7,113,88,19,12,7,8,65,55,12,4,0,1,7,5,0,0,0,0,4,3,169.6838098,692.4921936
02290,02,290,2010,5622,3043,2579,3006,2547,37,32,706,551,9,9,2144,1856,7,16,10,6,167,141,689,531,8,9,2131,1845,7,16,10,6,161,140,17,20,1,0,13,11,0,0,0,0,6,1,110.0591822,642.5700893
04001,04,001,2010,71676,35765,35911,33523,33928,2242,1983,9015,8582,148,78,25848,26580,108,136,28,30,618,505,7398,7188,124,53,25360,26115,88,113,24,22,529,437,1617,1394,24,25,488,465,20,23,4,8,89,68,298.6782535,454.6891129
04003,04,003,2010,131789,67197,64592,45909,43003,21288,21589,59359,57294,3381,2444,1235,983,1005,1696,226,232,1991,1943,39828,37332,2941,2018,605,431,886,1566,176,182,1473,1474,19531,19962,440,426,630,552,119,130,50,50,518,469,277.8580954,554.9374412
04005,04,005,2010,134651,66773,67878,57541,58786,9232,9092,45122,44632,920,863,18109,19514,836,1125,106,113,1680,1631,37450,36976,795,705,17089,18660,761,1059,79,71,1367,1315,7672,7656,125,158,1020,854,75,66,27,42,313,316,248.1182357,433.4280914
04007,04,007,2010,53569,26625,26944,21726,22183,4899,4761,21954,22189,155,105,3962,4069,123,162,39,37,392,382,17472,17801,115,75,3729,3864,98,149,28,25,284,269,4482,4388,40,30,233,205,25,13,11,12,108,113,260.7956446,495.6657819
04009,04,009,2010,37110,19938,17172,13459,12305,6479,4867,16132,13882,580,140,2699,2718,140,90,58,48,329,294,10050,9357,526,98,2502,2533,113,72,39,31,229,214,6082,4525,54,42,197,185,27,18,19,17,100,80,278.9978068,524.1303264
04011,04,011,2010,8353,4369,3984,2348,2035,2021,1949,4028,3663,59,53,107,113,40,31,22,14,113,110,2127,1839,45,35,64,66,24,19,14,13,74,63,1901,1824,14,18,43,47,16,12,8,1,39,47,295.6534712,518.3105981
04012,04,012,2010,20458,10529,9929,7967,7683,2562,2246,8438,7705,87,92,1637,1716,69,78,22,30,276,308,6646,6175,65,67,1014,1157,42,53,11,20,189,211,1792,1530,22,25,623,559,27,25,11,10,87,97,185.8457819,484.7721015
04013,04,013,2010,3827371,1893924,1933447,1321837,1369227,572087,564220,1622688,1653829,104675,101615,48579,51483,66704,74393,5185,4909,46093,47218,1104293,1142548,91238,87952,27926,31901,61453,69104,3530,3303,33397,34419,518395,511281,13437,13663,20653,19582,5251,5289,1655,1606,12696,12799,218.9216073,502.1593576
04015,04,015,2010,200181,100123,100058,84978,85446,15145,14612,93184,92780,1211,822,2591,2761,876,1372,181,190,2080,2133,79708,79703,1054,662,1791,2019,771,1286,127,138,1527,1638,13476,13077,157,160,800,742,105,86,54,52,553,495,201.6597959,429.2014528
04017,04,017,2010,107551,53826,53725,47535,48331,6291,5394,29013,27614,649,351,22822,24348,276,359,58,56,1008,997,23880,23340,572,260,22016,23614,238,315,30,40,799,762,5133,4274,77,91,806,734,38,44,28,16,209,235,279.4364912,451.6201767
04019,04,019,2010,982154,482461,499693,315930,325570,166531,174123,415586,432337,20637,17727,19904,20684,12621,15022,1028,1039,12685,12884,266805,276252,17314,14116,11435,12309,11319,13625,684,669,8373,8599,148781,156085,3323,3611,8469,8375,1302,1397,344,370,4312,4285,229.6207384,540.9048789
04021,04,021,2010,383842,201172,182670,142071,132123,59101,50547,165847,154802,10715,8082,14432,10909,3722,3657,1414,404,5042,4816,114701,110811,9493,6907,10127,7658,3145,3136,1266,275,3339,3336,51146,43991,1222,1175,4305,3251,577,521,148,129,1703,1480,244.0715266,519.5249278
04023,04,023,2010,47462,22583,24879,4168,4066,18415,20813,21874,24171,127,116,262,241,123,155,22,29,175,167,3822,3719,62,43,63,76,96,114,15,11,110,103,18052,20452,65,73,199,165,27,41,7,18,65,64,249.7440823,561.1116916
04025,04,025,2010,211061,103506,107555,88773,93370,14733,14185,97587,101555,839,603,2079,2070,791,1111,127,118,2083,2098,84298,88803,680,429,1385,1434,721,1014,94,74,1595,1616,13289,12752,159,174,694,636,70,97,33,44,488,482,223.8401062,465.9154412
04027,04,027,2010,196509,98413,98096,40516,38486,57897,59610,90293,90624,2800,1868,2067,1954,1203,1606,216,204,1834,1840,35340,33953,2093,1124,1012,974,877,1223,109,101,1085,1111,54953,56671,707,744,1055,980,326,383,107,103,749,729,182.3493569,512.646737
05001,05,001,2010,18978,9205,9773,8884,9578,321,195,6809,7106,2204,2472,39,39,46,44,4,5,103,107,6540,6950,2175,2453,26,27,43,43,4,5,96,100,269,156,29,19,13,12,3,1,0,0,7,7,723.2304852,506.3740889
