fips,state,county,year,tot_pop,tot_male,tot_female,nh_male,nh_female,h_male,h_female,wa_male,wa_female,ba_male,ba_female,ia_male,ia_female,aa_male,aa_female,na_male,na_female,tom_male,tom_female,nhwa_male,nhwa_female,nhba_male,nhba_female,nhia_male,nhia_female,nhaa_male,nhaa_female,nhna_male,nhna_female,nhtom_male,nhtom_female,hwa_male,hwa_female,hba_male,hba_female,hia_male,hia_female,haa_male,haa_female,hna_male,hna_female,htom_male,htom_female,cx,cy
41055,41,055,2010,1774,907,867,855,824,52,43,819,792,6,4,38,30,8,12,0,0,36,29,775,754,6,4,30,26,8,12,0,0,36,28,44,38,0,0,8,4,0,0,0,0,0,1,117.0097052,119.6128919
41057,41,057,2010,25265,12751,12514,11509,11444,1242,1070,12129,11915,80,44,176,140,86,140,27,42,253,233,11008,10934,56,32,124,96,81,135,26,42,214,205,1121,981,24,12,52,44,5,5,1,0,39,28,58.43970642,101.2658994
41059,41,059,2010,76079,39625,36454,29763,28175,9862,8279,36185,33376,535,167,1607,1579,358,391,53,72,887,869,27089,25731,451,107,1176,1229,305,345,35,56,707,707,9096,7645,84,60,431,350,53,46,18,16,180,162,156.7529156,124.2939425
41061,41,061,2010,25796,12697,13099,12170,12588,527,511,11983,12404,104,52,163,165,91,121,103,100,253,257,11535,11958,92,42,127,138,89,118,102,99,225,233,448,446,12,10,36,27,2,3,1,1,28,24,169.2550024,135.6433548
41063,41,063,2010,7027,3458,3569,3374,3492,84,77,3322,3412,14,11,44,42,14,33,1,2,63,69,3248,3345,14,11,36,35,14,33,1,2,61,66,74,67,0,0,8,7,0,0,0,0,2,3,187.4208413,131.8058761
41065,41,065,2010,25266,12524,12742,10526,10978,1998,1764,11404,11651,86,57,613,580,89,117,59,73,273,264,9566,10027,67,42,522,497,83,110,59,73,229,229,1838,1624,19,15,91,83,6,7,0,0,44,35,105.7342617,124.0729548
41067,41,067,2010,531744,261526,270218,217952,229819,43574,40399,219399,226289,5914,4758,3015,2903,22111,24983,1383,1353,9704,9932,180838,190472,4997,3958,1237,1359,21580,24470,1161,1179,8139,8381,38561,35817,917,800,1778,1544,531,513,222,174,1565,1551,71.12527289,102.2262201
41069,41,069,2010,1450,725,725,679,699,46,26,646,643,7,3,30,25,11,13,0,2,31,39,606,620,7,3,25,24,11,13,0,2,30,37,40,23,0,0,5,1,0,0,0,0,1,2,125.1494996,142.1174911
41071,41,071,2010,99391,49877,49514,41763,42978,8114,6536,45845,46042,699,275,1092,900,726,844,141,76,1374,1377,38564,40164,598,194,704,592,638,799,113,51,1146,1178,7281,5878,101,81,388,308,88,45,28,25,228,199,64.43774492,110.1171546
42001,42,001,2010,101485,49906,51579,46528,48821,3378,2758,47929,49604,896,790,163,150,345,427,17,17,556,591,44860,47090,771,694,78,78,334,410,6,14,479,535,3069,2514,125,96,85,72,11,17,11,3,77,56,1024.642622,305.0700782
42003,42,003,2010,1223583,585857,637726,576042,628244,9815,9482,482209,519818,75067,88502,841,960,17421,17343,136,153,10183,10950,474757,512792,73861,87203,651,779,17315,17253,97,115,9361,10102,7452,7026,1206,1299,190,181,106,90,39,38,822,848,961.6074578,298.7819114
42005,42,005,2010,68839,33974,34865,33791,34666,183,199,33319,34252,325,232,44,34,51,105,0,2,235,240,33174,34087,306,220,34,26,51,99,0,1,226,233,145,165,19,12,10,8,0,6,0,1,9,7,971.0855351,287.0504203
42007,42,007,2010,170567,82299,88268,81285,87221,1014,1047,75401,80659,5184,5601,107,113,297,453,18,20,1292,1422,74560,79781,5121,5539,83,87,286,441,12,10,1223,1363,841,878,63,62,24,26,11,12,6,10,69,59,952.7777182,294.0626816
42009,42,009,2010,49709,24689,25020,24422,24842,267,178,24245,24623,179,95,39,51,44,72,2,3,180,176,24029,24478,160,86,26,39,40,70,1,0,166,169,216,145,19,9,13,12,4,2,1,3,14,7,996.3323967,306.478167
42011,42,011,2010,411850,202093,209757,168280,175921,33813,33836,181214,188624,12825,12594,1402,1324,2701,3114,293,296,3658,3805,154541,162146,8600,8105,271,275,2470,2885,38,42,2360,2468,26673,26478,4225,4489,1131,1049,231,229,255,254,1298,1337,1049.063737,283.6583277
42013,42,013,2010,127031,61681,65350,61010,64745,671,605,59295,63215,1243,946,90,75,331,396,10,10,712,708,58756,62727,1179,900,67,57,323,383,6,8,679,670,539,488,64,46,23,18,8,13,4,2,33,38,996.756571,292.2787854
42015,42,015,2010,62651,30857,31794,30495,31439,362,355,30137,31069,213,140,70,93,153,187,3,4,281,301,29850,30784,173,105,54,73,144,182,2,3,272,292,287,285,40,35,16,20,9,5,1,1,9,9,1028.317451,247.079516
42017,42,017,2010,625472,306824,318648,292716,305774,14108,12874,278430,288484,11265,11990,876,748,11827,12934,159,164,4267,4328,266363,277501,10469,11220,393,362,11688,12800,74,101,3729,3790,12067,10983,796,770,483,386,139,134,85,63,538,538,1067.050824,282.1952119
42019,42,019,2010,184059,90595,93464,89575,92512,1020,952,87575,90698,1267,793,100,115,849,1021,28,24,776,813,86661,89871,1223,749,85,90,842,1006,24,22,740,774,914,827,44,44,15,25,7,15,4,2,36,39,961.0512171,285.8940372
42021,42,021,2010,143498,70941,72557,69725,71713,1216,844,66264,69267,3346,2005,115,77,358,403,11,13,847,792,65371,68601,3175,1938,61,54,344,389,7,10,767,721,893,666,171,67,54,23,14,14,4,3,80,71,988.7795751,293.4477025
42023,42,023,2010,5080,2509,2571,2499,2550,10,21,2425,2496,26,20,10,12,18,14,0,0,30,29,2415,2477,26,19,10,11,18,14,0,0,30,29,10,19,0,1,0,1,0,0,0,0,0,0,994.7876392,264.314926
42025,42,025,2010,65220,32144,33076,31051,32033,1093,1043,31077,31982,548,488,81,68,140,200,11,9,287,329,30097,31080,488,420,58,44,138,192,8,3,262,294,980,902,60,68,23,24,2,8,3,6,25,35,1050.718147,268.4478042
42027,42,027,2010,154127,79828,74299,77833,72576,1995,1723,71390,67334,2846,1952,107,121,4335,3754,35,30,1115,1108,69768,65931,2683,1825,73,88,4295,3716,23,16,991,1000,1622,1403,163,127,34,33,40,38,12,14,124,108,1005.697107,277.4505963
42029,42,029,2010,499797,245649,254148,227603,239443,18046,14705,216011,223056,15525,16173,681,593,9456,10337,149,138,3827,3851,200141,210359,14482,15179,256,278,9351,10219,61,65,3312,3343,15870,12697,1043,994,425,315,105,118,88,73,515,508,1055.593533,295.6666439
42031,42,031,2010,39910,19332,20578,19215,20453,117,125,18818,20036,264,243,37,39,86,102,2,1,125,157,18729,19948,246,225,29,29,86,102,2,0,123,149,89,88,18,18,8,10,0,0,0,1,2,8,970.1098861,275.8838738
42033,42,033,2010,81562,42101,39461,40448,39186,1653,275,39572,38848,1888,166,93,38,243,169,6,3,299,237,38359,38617,1576,146,38,28,219,165,5,1,251,229,1213,231,312,20,55,10,24,4,1,2,48,8,991.3276414,277.8529266
42035,42,035,2010,39230,19229,20001,18984,19797,245,204,18588,19421,376,272,28,28,91,112,3,5,143,163,18373,19245,358,259,24,20,90,112,3,5,136,156,215,176,18,13,4,8,1,0,0,0,7,7,1007.815707,267.656032
42037,42,037,2010,67268,32267,35001,31580,34343,687,658,31005,33647,638,682,61,56,264,314,4,7,295,295,30424,33095,578,618,39,36,259,307,3,4,277,283,581,552,60,64,22,20,5,7,1,3,18,12,1035.102493,267.8220799
42039,42,039,2010,88657,43289,45368,42907,44896,382,472,41913,43650,649,915,91,80,157,255,4,10,475,458,41610,43260,611,887,79,68,156,250,3,6,448,425,303,390,38,28,12,12,1,5,1,4,27,33,953.1207278,264.2706422
42041,42,041,2010,235861,115827,120034,112284,117065,3543,2969,105391,110965,4851,2977,215,223,3417,3850,41,43,1912,1976,102490,108574,4564,2724,146,150,3352,3800,33,31,1699,1786,2901,2391,287,253,69,73,65,50,8,12,213,190,1021.964132,296.7153896
42043,42,043,2010,268220,129720,138500,120224,129138,9496,9362,97565,103105,23956,26450,374,410,4235,4586,98,100,3492,3849,90852,96709,22113,24473,177,198,4154,4499,39,44,2889,3215,6713,6396,1843,1977,197,212,81,87,59,56,603,634,1030.892094,287.4516429
42045,42,045,2010,559276,268033,291243,259437,283190,8596,8053,198298,211152,51656,60504,481,517,12939,13909,118,114,4541,5047,192191,205698,50045,58787,315,357,12823,13802,67,61,3996,4485,6107,5454,1611,1717,166,160,116,107,51,53,545,562,1063.527071,295.5328928
42047,42,047,2010,31850,15822,16028,15735,15931,87,97,15599,15802,64,57,28,18,39,56,2,0,90,95,15530,15726,54,44,25,15,39,56,1,0,86,90,69,76,10,13,3,3,0,0,1,0,4,5,985.3675203,266.2595446
42049,42,049,2010,280686,138056,142630,133091,137995,4965,4635,122643,127989,10879,9867,332,304,1561,1617,55,68,2586,2785,118677,124379,10324,9313,227,213,1524,1574,41,44,2298,2472,3966,3610,555,554,105,91,37,43,14,24,288,313,953.2504158,255.2710927
42051,42,051,2010,136446,66950,69496,66312,69031,638,465,62044,65552,3677,2722,95,79,220,227,16,17,898,899,61581,65213,3611,2686,74,65,206,218,13,13,827,836,463,339,66,36,21,14,14,9,3,4,71,63,971.7073974,313.3905075
42053,42,053,2010,7685,5155,2530,4789,2500,366,30,3649,2449,1425,25,20,11,19,14,0,0,42,31,3336,2425,1394,21,11,10,19,14,0,0,29,30,313,24,31,4,9,1,0,0,0,0,13,1,972.6831377,265.996787
42055,42,055,2010,149834,73297,76537,69839,73515,3458,3022,68525,71913,2757,2360,197,169,602,788,36,33,1180,1274,65738,69530,2368,2025,133,102,567,751,14,8,1019,1099,2787,2383,389,335,64,67,35,37,22,25,161,175,1013.389878,305.6542829
42057,42,057,2010,14852,7467,7385,7401,7325,66,60,7275,7176,68,88,19,13,17,22,0,1,88,85,7221,7126,64,85,18,13,17,22,0,1,81,78,54,50,4,3,1,0,0,0,0,0,7,7,1004.97239,307.3052812
42059,42,059,2010,38640,19905,18735,19556,18608,349,127,18396,18342,1193,118,42,39,71,61,3,3,200,172,18132,18246,1156,105,33,33,64,60,2,2,169,162,264,96,37,13,9,6,7,1,1,1,31,10,959.5118856,317.4216832
42061,42,061,2010,45914,24277,21637,23741,21443,536,194,21693,21083,2201,232,40,24,102,104,2,0,239,194,21282,20937,2137,212,31,19,92,103,0,0,199,172,411,146,64,20,9,5,10,1,2,0,40,22,1005.200226,292.5904532
42063,42,063,2010,88847,44188,44659,43637,44225,551,434,41779,42887,1565,916,80,57,352,435,11,6,401,358,41339,42545,1508,869,61,43,348,430,10,4,371,334,440,342,57,47,19,14,4,5,1,2,30,24,980.078581,290.2883612
42065,42,065,2010,45231,22321,22910,22190,22767,131,143,21995,22514,88,91,49,40,38,67,1,2,150,196,21880,22392,83,84,42,33,38,66,1,2,146,190,115,122,5,7,7,7,0,1,0,0,4,6,979.5041567,276.2298686
42067,42,067,2010,24622,12284,12338,11977,12056,307,282,12015,12079,95,76,27,25,37,55,2,2,108,101,11749,11831,74,62,17,16,36,55,1,0,100,92,266,248,21,14,10,9,1,0,1,2,8,9,1016.907965,286.9083374
42069,42,069,2010,214367,103131,111236,97686,105951,5445,5285,96356,104869,3285,2704,248,224,1820,1950,61,61,1361,1428,91877,100531,2734,2120,95,107,1791,1914,35,38,1154,1241,4479,4338,551,584,153,117,29,36,26,23,207,187,1049.624038,253.0807063
42071,42,071,2010,520156,254242,265914,231566,243358,22676,22556,232583,244333,11514,10816,971,934,4809,5436,197,214,4168,4181,214908,226738,8488,7769,338,318,4627,5256,69,76,3136,3201,17675,17595,3026,3047,633,616,182,180,128,138,1032,980,1044.628059,295.9109955
42073,42,073,2010,90968,43852,47116,43367,46627,485,489,41201,44378,1754,1769,48,56,155,227,10,6,684,680,40802,43981,1723,1733,34,37,149,220,9,5,650,651,399,397,31,36,14,19,6,7,1,1,34,29,951.6688021,285.1659083
42075,42,075,2010,133688,65238,68450,59079,62150,6159,6300,61504,64807,1962,1662,201,197,712,890,31,24,828,870,56485,59655,1237,905,70,78,667,861,20,15,600,636,5019,5152,725,757,131,119,45,29,11,9,228,234,1038.017248,287.5438636
42077,42,077,2010,350106,169651,180455,137151,146950,32500,33505,146057,156086,13210,13383,1303,1304,5180,5599,222,252,3679,3831,120718,130141,8764,8671,226,231,4956,5353,53,44,2434,2510,25339,25945,4446,4712,1077,1073,224,246,169,208,1245,1321,1055.104161,276.5636944
42079,42,079,2010,320795,156814,163981,145999,153354,10815,10627,145053,154321,7434,5119,532,506,1545,1738,88,88,2162,2209,136796,146290,5968,3623,132,135,1470,1675,39,35,1594,1596,8257,8031,1466,1496,400,371,75,63,49,53,568,613,1043.262063,262.0571782
42081,42,081,2010,116143,56863,59280,56093,58457,770,823,53000,55016,2491,2781,133,105,293,384,17,18,929,976,52424,54375,2405,2672,105,93,284,381,9,13,866,923,576,641,86,109,28,12,9,3,8,5,63,53,1019.328151,262.2259632
42083,42,083,2010,43356,22120,21236,21532,21053,588,183,20818,20793,967,112,57,45,80,107,4,1,194,178,20302,20642,926,97,47,39,78,103,1,1,178,171,516,151,41,15,10,6,2,4,3,0,16,7,985.043306,255.0185641
42085,42,085,2010,116558,57070,59488,56352,58899,718,589,52181,55008,3663,3118,86,75,320,443,20,19,800,825,51610,54556,3596,3058,64,61,310,437,14,14,758,773,571,452,67,60,22,14,10,6,6,5,42,52,951.7843154,275.8633887
42087,42,087,2010,46666,22841,23825,22557,23562,284,263,22326,23349,202,124,33,32,73,104,2,3,205,213,22079,23120,179,108,28,31,73,104,1,2,197,197,247,229,23,16,5,1,0,0,1,1,8,16,1012.033939,285.4234264
42089,42,089,2010,169896,83880,86016,72961,74640,10919,11376,68149,69425,11682,12257,338,367,1740,1949,64,88,1907,1930,59532,60472,10110,10582,164,184,1643,1872,36,48,1476,1482,8617,8953,1572,1675,174,183,97,77,28,40,431,448,1057.652665,262.6590194
42091,42,091,2010,801052,388582,412470,369947,396621,18635,15849,320980,340545,34528,36547,807,813,25416,27300,252,204,6599,7061,305524,327662,33045,35060,383,417,25186,27100,128,134,5681,6248,15456,12883,1483,1487,424,396,230,200,124,70,918,813,1062.431606,287.0271443
42093,42,093,2010,18286,8800,9486,8639,9326,161,160,8359,9111,163,112,15,11,162,168,0,1,101,83,8223,8969,149,102,13,10,160,166,0,1,94,78,136,142,14,10,2,1,2,2,0,0,7,5,1029.702161,269.4851012
42095,42,095,2010,298101,145590,152511,130037,136702,15553,15809,130450,137156,8305,8308,451,484,3697,3798,115,105,2572,2660,117574,124121,6704,6616,144,189,3604,3717,47,42,1964,2017,12876,13035,1601,1692,307,295,93,81,68,63,608,643,1060.167528,271.1909595
42097,42,097,2010,94366,47129,47237,45921,46200,1208,1037,44810,46074,1615,413,95,81,143,208,11,11,455,450,43846,45207,1485,344,60,52,133,200,4,9,393,388,964,867,130,69,35,29,10,8,7,2,62,62,1029.83126,274.8670499
42099,42,099,2010,45995,23079,22916,22775,22632,304,284,22499,22453,231,101,35,42,78,98,11,15,225,207,22242,22209,215,91,23,35,77,96,3,9,215,192,257,244,16,10,12,7,1,2,8,6,10,15,1020.588347,289.8541668
42101,42,101,2010,1528306,721027,807279,627438,712364,93589,94915,340308,357069,309728,373723,5919,6235,48548,51184,927,998,15597,18070,273850,291179,292664,355117,1655,1943,47354,50070,236,251,11679,13804,66458,65890,17064,18606,4264,4292,1194,1114,691,747,3918,4266,1068.667675,291.903152
42103,42,103,2010,57329,28678,28651,26176,25997,2502,2654,26084,25967,1714,1762,106,81,263,358,20,17,491,466,23888,23675,1541,1525,72,53,251,347,11,10,413,387,2196,2292,173,237,34,28,12,11,9,7,78,79,1062.410921,253.3137262
42105,42,105,2010,17464,8727,8737,8635,8649,92,88,8537,8569,60,38,28,14,29,40,1,0,72,76,8460,8488,52,34,21,11,29,40,1,0,72,76,77,81,8,4,7,3,0,0,0,0,0,0,999.5493323,254.1725896
42107,42,107,2010,148228,75142,73086,72621,71526,2521,1560,70516,71158,3399,774,151,107,337,412,25,12,714,623,68409,69831,3193,663,73,77,318,406,15,7,613,542,2107,1327,206,111,78,30,19,6,10,5,101,81,1041.205172,276.6491134
42109,42,109,2010,39729,19617,20112,19290,19791,327,321,19098,19586,251,201,30,32,86,135,4,3,148,155,18830,19317,216,167,22,27,85,132,3,2,134,146,268,269,35,34,8,5,1,3,1,1,14,9,1022.741513,278.5533861
42111,42,111,2010,77626,39994,37632,39379,37400,615,232,37741,37124,1854,92,60,42,111,139,5,2,223,233,37262,36919,1790,83,40,38,103,136,3,2,181,222,479,205,64,9,20,4,8,3,2,0,42,11,984.8215905,309.7307654
42113,42,113,2010,6411,3296,3115,3235,3085,61,30,3078,2992,146,55,14,8,24,23,0,0,34,37,3020,2965,143,53,14,8,24,23,0,0,34,36,58,27,3,2,0,0,0,0,0,0,0,1,1030.452976,256.9002369
42115,42,115,2010,43277,21752,21525,21443,21271,309,254,21397,21178,97,75,43,33,48,79,3,3,164,157,21116,20947,85,66,34,29,47,78,2,1,159,150,281,231,12,9,9,4,1,1,1,2,5,7,1043.117318,242.9336227
42117,42,117,2010,42008,20589,21419,20375,21192,214,227,20098,20870,175,172,45,47,67,120,3,3,201,207,19910,20673,167,163,38,45,67,118,3,3,190,190,188,197,8,9,7,2,0,2,0,0,11,17,1012.885772,250.7160858
42119,42,119,2010,44964,24725,20239,22744,19878,1981,361,20679,19420,3206,303,204,39,314,208,19,6,303,263,19245,19113,2808,273,106,36,310,207,15,6,260,243,1434,307,398,30,98,3,4,1,4,0,43,20,1021.468226,273.3694974
42121,42,121,2010,54925,26885,28040,26609,27807,276,233,26108,27359,380,209,46,47,74,125,6,3,271,297,25872,27153,363,198,37,42,73,121,2,3,262,290,236,206,17,11,9,5,1,4,4,0,9,7,961.9700819,271.1036927
42123,42,123,2010,41767,20798,20969,20632,20816,166,153,20427,20630,103,68,48,41,65,89,2,2,153,139,20291,20505,88,54,36,35,65,88,2,1,150,133,136,125,15,14,12,6,0,1,0,1,3,6,970.1127849,257.5859549
42125,42,125,2010,207875,101075,106800,99854,105605,1221,1195,95301,101002,3502,3376,136,150,620,738,17,17,1499,1517,94309,100030,3415,3300,101,117,605,722,13,14,1411,1422,992,972,87,76,35,33,15,16,4,3,88,95,957.4480181,307.823515
42127,42,127,2010,52895,27744,25151,26593,24478,1151,673,25773,24479,1486,242,86,37,123,147,4,2,272,244,24819,23859,1351,224,62,30,119,145,2,1,240,219,954,620,135,18,24,7,4,2,2,1,32,25,1054.655334,245.928846
42129,42,129,2010,365012,177681,187331,175977,185706,1704,1625,169248,179544,4797,3940,210,157,1261,1513,35,27,2130,2150,167872,178245,4681,3818,165,124,1239,1495,19,20,2001,2004,1376,1299,116,122,45,33,22,18,16,7,129,146,973.5490531,301.5222856
42131,42,131,2010,28266,14140,14126,13907,13923,233,203,13802,13854,139,87,33,26,53,57,1,2,112,100,13600,13666,116,78,29,24,53,57,0,1,109,97,202,188,23,9,4,2,0,0,1,1,3,3,1040.439142,252.5177191
42133,42,133,2010,435490,214840,220650,202087,208840,12753,11810,194532,199766,13233,13120,687,611,2540,3076,102,112,3746,3965,184715,190855,11375,11333,333,308,2450,2962,60,55,3154,3327,9817,8911,1858,1787,354,303,90,114,42,57,592,638,1034.857496,301.3447472
44001,44,001,2010,49853,23927,25926,23412,25400,515,526,22938,24905,259,206,60,82,332,388,11,3,327,342,22525,24479,218,177,46,63,325,382,6,2,292,297,413,426,41,29,14,19,7,6,5,1,35,45,1137.987242,223.2937994
44003,44,003,2010,166103,79953,86150,77258,83393,2695,2757,75224,81563,1422,1199,224,238,1677,1792,38,33,1368,1325,73020,79298,1218,1007,162,175,1646,1759,21,22,1191,1132,2204,2265,204,192,62,63,31,33,17,11,177,193,1131.70352,226.3948758
44005,44,005,2010,82852,40382,42470,38538,40756,1844,1714,36753,38917,1642,1453,190,165,602,745,46,27,1149,1163,35358,37632,1441,1267,151,110,577,723,25,21,986,1003,1395,1285,201,186,39,55,25,22,21,6,163,160,1141.050972,227.1262081
44007,44,007,2010,627070,302654,324416,244331,264511,58323,59905,245854,264028,33069,34354,3505,3583,11354,12842,661,710,8211,8899,201371,218777,24767,25355,1294,1400,10852,12331,245,245,5802,6403,44483,45251,8302,8999,2211,2183,502,511,416,465,2409,2496,1130.775918,220.5786147
44009,44,009,2010,127008,61727,65281,60198,63706,1529,1575,58167,61713,866,726,519,594,1022,1106,29,30,1124,1112,56960,60497,764,620,473,526,1005,1086,14,16,982,961,1207,1216,102,106,46,68,17,20,15,14,142,151,1132.725282,232.0296005
45001,45,001,2010,25335,12297,13038,12150,12910,147,128,8736,8981,3354,3858,42,36,38,49,1,0,126,114,8624,8891,3329,3825,34,32,38,49,0,0,125,113,112,90,25,33,8,4,0,0,1,0,1,1,934.2042039,488.0121009
45003,45,003,2010,160565,77794,82771,73441,79248,4353,3523,56721,58827,18689,21277,416,429,629,783,48,48,1291,1407,53036,55897,18361,20967,293,310,595,751,27,25,1129,1298,3685,2930,328,310,123,119,34,32,21,23,162,109,956.5735394,504.7791204
45005,45,005,2010,10351,5516,4835,5382,4746,134,89,1434,1070,3970,3673,33,24,30,22,1,0,48,46,1341,1014,3942,3647,24,20,30,20,0,0,45,45,93,56,28,26,9,4,0,2,1,0,3,1,965.6536935,519.8054273
45007,45,007,2010,187269,90316,96953,87379,94357,2937,2596,73928,78300,14194,16225,262,243,648,809,33,40,1251,1336,71431,76135,13962,15995,187,190,631,784,21,25,1147,1228,2497,2165,232,230,75,53,17,25,12,15,104,108,928.7923027,480.1853371
45009,45,009,2010,15949,7577,8372,7436,8250,141,122,2917,2916,4518,5307,30,40,38,30,2,1,72,78,2819,2842,4489,5271,20,31,38,30,1,1,69,75,98,74,29,36,10,9,0,0,1,0,3,3,971.6513229,512.0106121
45011,45,011,2010,22630,10816,11814,10548,11643,268,171,5869,6167,4678,5399,46,53,71,57,7,0,145,138,5664,6053,4636,5359,36,43,70,56,4,0,138,132,205,114,42,40,10,10,1,1,3,0,7,6,962.548136,512.0724502
45013,45,013,2010,162989,80465,82524,69612,73677,10853,8847,62684,62550,15091,17038,375,341,899,1147,99,108,1317,1340,53055,54788,14457,16475,175,177,809,1053,41,43,1075,1141,9629,7762,634,563,200,164,90,94,58,65,242,199,982.9220457,534.2153061
45015,45,015,2010,178783,89208,89575,83092,84811,6116,4764,62510,60824,21767,23745,695,621,2009,2208,132,108,2095,2069,57534,56922,21242,23316,458,456,1913,2138,82,84,1863,1895,4976,3902,525,429,237,165,96,70,50,24,232,174,998.0983455,508.2844144
45017,45,017,2010,15126,7370,7756,7111,7570,259,186,4228,4122,2998,3472,46,41,24,28,7,3,67,90,4020,3992,2969,3434,31,30,24,26,5,3,62,85,208,130,29,38,15,11,0,2,2,0,5,5,976.1797333,497.8813451
45019,45,019,2010,351482,170514,180968,159437,173056,11077,7912,115945,118046,48795,56943,899,746,2288,2628,223,200,2364,2405,106638,111518,47991,56249,399,449,2213,2557,136,126,2060,2157,9307,6528,804,694,500,297,75,71,87,74,304,248,999.198906,519.1370836
45021,45,021,2010,55397,26879,28518,25731,27618,1148,900,21007,21736,5244,6149,113,97,155,168,26,15,334,353,20034,20961,5170,6100,62,54,148,160,13,8,304,335,973,775,74,49,51,43,7,8,13,7,30,18,950.4239468,461.3774198
45023,45,023,2010,33096,15997,17099,15694,16879,303,220,9828,10121,5823,6625,80,71,55,60,6,2,205,220,9601,9963,5782,6585,65,63,50,56,2,1,194,211,227,158,41,40,15,8,5,4,4,1,11,9,962.7064024,469.9586091
45025,45,025,2010,46665,22672,23993,21596,23387,1076,606,14874,15245,7201,8145,141,132,89,103,22,18,345,350,13968,14772,7126,8085,99,110,77,92,13,12,313,316,906,473,75,60,42,22,12,11,9,6,32,34,986.2711545,467.6051997
45027,45,027,2010,34944,17270,17674,16769,17281,501,393,8469,8315,8491,9059,56,46,109,107,9,6,136,141,8093,8042,8404,8973,40,37,104,103,4,3,124,123,376,273,87,86,16,9,5,4,5,3,12,18,989.5384152,495.8064736
45029,45,029,2010,38914,18771,20143,18094,19683,677,460,11260,11362,7014,8260,165,150,69,96,15,18,248,257,10712,11015,6949,8199,139,140,63,84,8,11,223,234,548,347,65,61,26,10,6,12,7,7,25,23,982.3624888,520.3538902
45031,45,031,2010,68617,32531,36086,31857,35573,674,513,18835,19936,13142,15560,112,89,103,132,23,18,316,351,18364,19574,13023,15467,90,82,91,118,10,12,279,320,471,362,119,93,22,7,12,14,13,6,37,31,992.5939572,475.5619498
45033,45,033,2010,32120,15120,17000,14621,16603,499,397,7636,8122,6776,8139,393,418,57,59,13,11,245,251,7300,7861,6712,8085,333,376,48,50,9,7,219,224,336,261,64,54,60,42,9,9,4,4,26,27,1005.57153,471.7665655
45035,45,035,2010,137476,66832,70644,63630,67675,3202,2969,46795,48276,17044,18853,512,474,880,1250,68,84,1533,1707,44170,45919,16733,18496,430,434,840,1213,56,68,1401,1545,2625,2357,311,357,82,40,40,37,12,16,132,162,988.0248921,513.6727825
45037,45,037,2010,26966,14561,12405,13437,12114,1124,291,8729,7632,5529,4584,77,44,55,51,7,1,164,93,7785,7383,5421,4558,44,36,54,51,4,0,129,86,944,249,108,26,33,8,1,0,3,1,35,7,947.7975934,499.4147625
45039,45,039,2010,23890,11448,12442,11250,12284,198,158,4592,4745,6661,7499,57,41,31,36,3,1,104,120,4445,4627,6633,7473,42,35,31,34,0,0,99,115,147,118,28,26,15,6,0,2,3,1,5,5,965.0149642,478.4350438
45041,45,041,2010,137088,64435,72653,62793,71190,1642,1463,37007,39390,25636,31334,237,273,825,882,24,25,706,749,35829,38380,25371,31057,175,231,805,867,15,18,598,637,1178,1010,265,277,62,42,20,15,9,7,108,112,999.8775701,483.58103
45043,45,043,2010,60094,28644,31450,27555,30667,1089,783,18891,19939,9306,11043,88,80,133,162,13,13,213,213,17972,19283,9206,10962,64,67,122,155,4,7,187,193,919,656,100,81,24,13,11,7,9,6,26,20,1011.563742,498.8855645
45045,45,045,2010,452859,219621,233238,199892,216174,19729,17064,171264,179536,39236,43969,1299,1117,4334,4866,180,162,3308,3588,153993,164629,38239,43026,443,498,4194,4747,118,110,2905,3164,17271,14907,997,943,856,619,140,119,62,52,403,424,933.5658098,468.3624637
45047,45,047,2010,69703,32686,37017,30622,35317,2064,1700,21958,23919,9866,12221,177,148,290,330,27,21,368,378,20230,22497,9727,12096,75,73,279,322,9,9,302,320,1728,1422,139,125,102,75,11,8,18,12,66,58,942.3274979,489.1461685
45049,45,049,2010,21049,10791,10258,10236,10077,555,181,4819,4371,5713,5694,77,52,55,52,11,0,116,89,4406,4257,5621,5646,45,41,51,48,5,0,108,85,413,114,92,48,32,11,4,4,6,0,8,4,971.8922865,524.9980702
45051,45,051,2010,270430,132277,138153,122676,130946,9601,7207,109948,113819,17554,19486,876,794,1369,1612,261,183,2269,2259,101615,107617,17051,19077,542,553,1279,1550,137,111,2052,2038,8333,6202,503,409,334,241,90,62,124,72,217,221,1017.142392,483.6243518
45053,45,053,2010,24939,12983,11956,10744,10422,2239,1534,6785,5913,5868,5745,112,61,89,104,13,3,116,130,4784,4530,5738,5637,36,35,81,101,3,1,102,118,2001,1383,130,108,76,26,8,3,10,2,14,12,975.8469258,534.1899487
45055,45,055,2010,61851,30092,31759,28799,30749,1293,1010,22192,22851,7244,8180,123,123,130,206,23,9,380,390,21112,22002,7098,8064,96,105,118,200,11,7,364,371,1080,849,146,116,27,18,12,6,12,2,16,19,977.553139,477.9150902
45057,45,057,2010,76889,37887,39002,36013,37479,1874,1523,27845,28793,9247,9379,151,142,238,277,16,3,390,408,26221,27462,9075,9245,125,117,231,271,3,1,358,383,1624,1331,172,134,26,25,7,6,13,2,32,25,973.3181271,468.3495147
